episode,title,summary,song_recommendation
EP334,HO！HO！HO！,"何a想辦法把家裡的車凹到自己身上再去做後續處理 何家放車的停車場兩個禮拜後就要拆了 打算把車放在那裏 抱怨都沒去台東看他
倫女友思考小孩是否要繼續相信聖誕老人、誠跟老婆討論要不要幫女兒過聖誕節 誠老婆小二小三就看到禮物是媽媽放的
聖誕老人學校 何a特別找資料一定要全部講出來
蛇窩臭廁所 何a捐肝2周年 台灣成功率很高 捐贈者會後開刀 風險較小",Traveller 旅人——社會豢養的畜牲
EP335,長男的大兒子,"「家倫推薦的」幽遊白書真人版(只推第一集)，何ㄟ直接看完 超氣。
何a為了跟女友證明品味重看幽遊白書動畫&神劍闖江湖真人  倫在看睡魔
誠&老婆住圓山大飯店  參觀密道，通關密語是中華民國萬歲 以德報怨、小朋友的儀式感
何何是長孫 可以為所欲為、何爸跟阿嬤道歉、大家庭的眉角、不敢ㄏ一ㄏ一、何ㄟ靠山沒了 窮了特權也沒了、國有國法，家有家規
誠誠女兒假哭：女兒哭鬧 誠誠問女兒 ㄟ你是不是在假哭 女兒在笑
家倫對儀式感不爽  教小孩：窮追猛打、李毅誠教小孩：出奇招，化干戈為玉帛",
EP336,剛好經過啦,"大學時期逞誠洗何a去染金髮 何失戀要轉換心情 隨口問誠去染頭髮好不好 
何a膚況越來越差怪中央大學宿舍的水是抽地下水
被抓到吸管套、甘蔗の媽媽、國手肉骨茶、送便當時為了抓時間去吃會算紅燈",宋柏緯 一天的交界
EP337,多買一副眼鏡 ft. 曾玟學,慢多路、藥物實驗打工,Misa 米莎－跈等、潮州土狗-反毒大使
EP338,本集有跨年倒數,"何a模擬缺牙狀態講話  何家總共少四顆門牙：何爸跟何弟小傑門牙沒了（呼攏何媽，真相是姪子撞掉的。何a追查到真相後回家不敢抱姪子 姪子撞掉24萬）
小寶抓何爸 何爸想教訓但是被大家嗆你又沒有在顧狗 這樣玩活該被抓，結果後來何媽要清大便也被小寶咬  才懷疑有問題的是狗狗不是何爸
聯想到博恩事件  多米多羅拍了一個很靠北的影片（插播何a飛官故事-小何時期，總幹事是飛官退役 何a花一段時間確認真偽 私交頗好會問A片）
邀請觀眾跨年",buddy guy-feels like rain 
EP339,刻在我心底的名字,"媽熟(對男生都成功)起點  高中去補習班之賠了夫人又折兵   華橋校花、各種高中生屁男行為、封號搖搖薯男
延伸閱讀 EP52 剛剛不是在線上(蠟燭) EP121 我不是登徒子啦 EP141 看輕(檜木澡盆)
2024年寶貴的第一堂課",
EP340,有要吃雞腿嗎,"台通去好味小姐家作客
當餐桌上剩下最後一隻蝦 很想吃的情境下怎解   長孫>長子
誠教女兒台語的笑死",緊來阮兜覕 · 謝欣芷 · 黃靜雅<春天佇佗位>
EP341,家學淵源,"雞腿先吃還是後吃  倫小時候午餐滷蛋被路過的同學抓起來咬一半  直接破口大罵、何a會視情況 誠誠在旁邊絕對要先吃掉主菜
帶便當交換菜色 討論菜色(滷蛋)的價值  何a會先跟女生換  
銀絲卷 誠幻想破滅 何a笑不懂吃 要一條一條撕開來吃 白的配黃的、饅頭=白飯、10個阿兵哥6哥銀絲卷
選舉警語",動力火車-鳥仔  (老狐狸主題曲)
EP342,尊重、友善、包容！,"社  炸彈（負責灰、擾亂對方）誠誠比賽遇到負責亂扯的對手 一氣之下不小心說出了靠邀   何a傳授技巧
髮捲 歷時57分鐘 何a覺得是造型   萬用句：偷換概念、主體客體
何a是家裡的黨主席  試探的問弟弟會不會投票    何a的個人威望
壽司坦丁的影片——說謊政客的致命吸引力：他好真，因為他愛說謊",許富凱
EP343,家 ft.阿跨面,"家裡管很嚴格 東山比較多壞小孩（？）小時候哥哥被同學指使拿石頭丟很傷心   
國小打架王 哥哥被欺負會叫阿跨面出來 嗆公斤數（179 公分 90 公斤）
小六上台唱 911 的再會中港路  還拿蘋果上台削",阿跨面-愛了傷過分
EP344,三選一,"家倫都喝麥香綠被嗆  何a討厭麥香奶茶
一周第一集上線時間 一～四則一 第二集 五～一則一上=誠一個禮拜有八天
金字塔借錢法、必勝借錢法  不要亂用""都""、頻率副詞 都有/幾乎/經常還錢
的記帳本 何a用的錢儲值預備金 回送預約禮（用蕭貪掩飾愛意） 抱怨何a都不陪他出去玩  
何a看勇氣爆發有點害怕  倫看兩集推推
好友PP在印度借錢給大樓管理員 被管理員推薦 有其他人跑來找這個好友借錢",
EP345,難以啟齒,"感冒的誠、倫關於是否是的故事、幫中文系學弟組電腦結果他家人有準備筆電了
倫忘記給過何a備用機 何a有兩隻倫的舊手機 怕被罵蕭貪決定要把所有螢幕都用上  一個螢幕放桃園機場直播一個放澀谷直播 變成大樓管理員 又拿出更多螢幕擺完變成飯店櫃檯",
EP346,解答之書,"韓國瑜跟黃抱抱 薩泰爾想必也可以被和解 
懂得愛變得圓融，從只有我一個人在推 變成只有我一個人在抱   呼籲Freddy送演唱會票
韓國瑜做youtuber鐵定海放所有人  Joeman直接變員工-JO是要抱抱
本集公布麥香數據  2023 麥紅37% 奶茶45% 綠茶18%   猜想老師麥香喝什麼
何a辭去家中黨主席身分 何弟回家坦言後悔投票選擇 不認同敗選感言
賴清德可以吃浙江菜嗎 可以喝青島啤酒嗎  習近平可以喝台灣啤酒+吃八方雲集、不可以喝ashahi
倫不知道toyz  超派事件 倫看影集-菜鳥警探",wilco-meant to be 
EP347,問就是沒有,"何a放話要懲罰性方式發紅包  何爸考績從丙等升到甲等 處理掉車子升到乙等 到甲等是表現好、陪孫子玩，何媽被降到乙等 何a發布政令不可過問個人私事  問就是紅包減半
台灣公司普遍薪資不透明、跟家人談到錢的問題/滿足家人的物欲而非直接給金錢、何弟意外讓媽媽知道薪水 紅包厚度被酸
誠誠小時候過年充滿驚喜，不知道下一秒會發生什麼事 吵到紅包滿天飛、誠誠帶爸媽 老婆小孩到泰國跟岳父岳母過年 行程緊湊誠媽今年就不煮
友人回家過年 嬸嬸煮得很難吃被大家嫌 隔年什麼都不準備 放一個八萬塊紅包
熱鬧、的過年  破釜沉舟解釋",馬念先- Mr. and Mrs.hello
EP348,疑難雜症請找我 ft.火鳥,"火鳥2022 88公斤92公斤 本集82公斤  減肥要綁著快樂的目的 一個禮拜去爬一次 帶漫畫上觀音山散步
冷凍葡萄減肥聖品 快樂減肥零食、瘦瘦針、半邊臉麻掉、ME TIME 角色轉換
火鳥國小跟媽媽去教會聚會吃吃到飽 吃到吐滿桌、去淡水也在狂吃 回家坐公車吐滿地冬粉",
EP349,今年新氣象,"何a去烘爐地 收集生肖硬幣 跟何女友都有陪何a去排、何a有邀過來家裡吃年夜飯、誠回老家小孩多 長輩看起來很爽、倫家是一家四口一起吃年夜飯
家倫不太跟家裡人聊天（因為長輩很囉唆）會開自動導航模式 誠誠呼籲張爸爸房子留給倫的妹妹就好 叫何a把倫房間改成廚房、倫爸叮囑存錢的重要 / 鉅細靡遺的講道理
何a家今年特別平靜 覺得怪怪的、每兩年會重灌電腦、今年何家烏魚子竟然被正確料理 去年過年家裡玩牌玩到打架 今年一切都很順利 順到懷疑所有事情 初三開始打掃",
EP350,這樣力道OK嗎,"家倫迷上看各種整骨影片 狗狗貓貓也看
誠誠的泰國之旅 岳父岳母準備按摩行程 誠媽都沒叫出聲/ 誠誠帶爸媽出國體悟
何a阿公帶女朋友回家 阿公的女朋友很會按摩",王識賢-雪中紅
EP351,計畫趕不上變化,"非何a表示開箱影片都很無聊   影片拍攝手法是要跟Joeman對望   拍Joeman房子的人都很無聊，務必保守秘密、瞎扯Joeman得到東京買房圏的入場卷
東京女子圖鑑是一份掛包  什麼料都有，台北女子圖鑑也是掛包 但是打開只有香菜跟花生粉((誠:這是花生捲冰淇淋
最近小孩教育話題（某補習班貼出父母提供的小孩每周行程）、倫的茶包朋友故事",
EP352,不熟的同學派對,"想認識爸媽 陪他們參加同學會 何媽月月小時候很夯、人生什麼都好就是嫁得不好  鼓勵月月參加同學會 何爸是能力比較低的韓國瑜
倫有參加過國小同學會 熟悉的陌生人、看到以前不同圈子的同學 起心動念 私約吃飯 /誠沒參加
蔥油餅阿伯aka何媽同學 訂五個便當、阿伯多送蔥油餅 說月月以前很愛吃、漫畫-黃昏流星群
誠誠帶家人過年 親戚說女兒像媽媽很可愛 鼻子..像爸爸、誠爸的故事：幫忙挖路 (覺得有些故事很唬爛
何同學會故事 剛退伍參加過一次國小的 有邀請班導師 何a都記得大家的職位 暗戀當時的副班長/何a會幫大家設想未來的路",阿跨面新專輯-心
EP353,怎麼可能拆完裝得回去啦,何買了超時空要塞主角 plus VF19 可以變形三段，講故事，本來有計畫要去俄羅斯開戰鬥機，拆東西史，爸爸你需要看手機嗎？，逆向工程，pink floyd=taylor swift，晶片戰爭，抄襲=落後，雲霄飛車之星,PARANOiA Revolution
EP354,努力的天才 ft.郭泓志,喜歡拿東西亂丟 丟破不少玻璃,周杰倫--龍捲風
EP355,說到這個,講故事大賽，保險箱故事，罐子故事，克寧奶粉存錢筒，何家有超大油漆桶，台北實驗室器材豐富，沉水扁宋楚瑜故事，花椒四川話華腳，倫爸用善存裝花椒，何熊本帶回的可樂氣爆，誠老闆是最早知道可樂放曼陀珠會爆，倫爸麥斯威兒咖啡裝甜酒釀，倫沒吃過善存跟麥斯威爾咖啡，我是你高中老師 （這才不是麥斯威爾咖啡廣告XD），拉鍊ㄐㄐ故事,Lana Del Rey -  and Beautiful
EP356,遊樂園之星,"雲霄飛車之星，遊樂園，何A跟喜歡的女生去愛寶樂園搭雲霄飛車一直叫
台積電TSMC教育中心，請諾蘭拍台積電電影
沙丘2，周處除三害看到王淨在海堤邊那段就可以了",my little airport 男神與寇比力克 
EP357,力量，屬於你們！,中大湖中有，丟松果大賽，生日丟中大湖，台大湖中涼亭，李何不會游泳，丟大蒜皮算不算亂丟垃圾，抽光池水好開心，99年大安森林公園有鱷魚,蘑菇濃湯
EP358,看什麼新聞,何討厭行車紀錄器新聞，松鼠可以吃可樂果雕成星際大戰，fb粉專comic名作復活，掰掰演劇社，多元性別議題，鳥山明過世，比克漫畫四隻手指頭動畫或玩具五隻，日本有黑道斷小拇指的文化，兒童會接觸到的 動畫或玩具 人形都要五隻手指頭。新聞影響投票，必勝客烏龜披薩。,夏之禹-會好
EP359,UNCLE DOG,小何是路痴，君臨天下，何經過三次認不出來被主管罵，國立大學生迷路，誠太說101在北邊，騎誠太不見，誠爸爸經何阿伯經張叔叔經，老闆一個禮拜有8天，倫陪小孩吃屁屁，誠陪女兒吃屁眼草莓,一路向北
EP360,火車叨位去,電車難題討論、三體,
EP361,希望大家平安,何a（女朋友）的夢 高強度獨處、地震、黑熊學院 防災包,
EP362,是小阿姨也是大姊姊 ft.徐譽庭,,
EP363,演員的自我修養,"何A演乩身 排戲心得
統神阿苗直播
黃子佼事件",江蕙-返來阮身邊
EP364,教你拍出戀愛感,"職業學生馬英九 的攝影風格  小馬家應該有很大的防潮箱跟暗房
拍照美學   與何單眼互拍
誠老婆下雨天洗紗窗",Machine Girl- scroll of sorrow
EP365,這樣我算是大人了吧 ft.烏烏醫師,,楊宗緯 _其實都沒有
EP366,是不是沒看過喬瑟夫高登李維,"倫倫看不夠善良的我們
何何像小鐘、馮德倫（何何最高標）、濱田岳、喬瑟夫高登李維（何何自評沒很像）、艾爾帕西諾（並沒有） ，慾望城市莎曼莎約會對象穿童裝
誠誠像胡椒（YTber）
何何衣服很難買，褲檔很高的DIESEL女牛仔褲 色色 低腰 翹臀 小喇叭 小騷姬？小騷雞？ 養褲都沒洗馬拉松味
誠誠穿緊身褲 老婆：小香腸 穿緊身衣 女兒：爸爸不可以 
雨很大誠誠老婆快跑回家洗紗窗 很開心
誠誠出國一禮拜 回家女兒害羞 因為前面沒有人所以沒偷看別人螢幕 在飛機上玩數獨","可愛的馬-陳一郎
可愛的馬-伍佰"
EP367,我有欠你一個Type-C喔,"IKEA效應 沉默成本
抱怨apple watch電力續航不夠
果錢不足",TANK_如果我變成回憶
EP368,文化結合症候群,"遊戲小何 玩遊戲一律講英文 
KPOP大新聞-閔姐/韓國人有火病 日本人是逃避
何a的夢境，船長是傑克尼克遜，船長太太是安潔莉娜裘莉，何a受邀當樂園開幕典禮的講者，講者要穿柯南裝，柯南裝很厚是大衣感還有披風，同樣受邀當嘉賓的還有盛竹如
憤怒不是主流、陶喆唱到yeah就切歌、蘆洲主委",陶喆_小鎮姑娘
EP369,我還是I著你,"小何買了MBTI的分析報告
小鳥E人 家倫技巧高超，讓直覺猛獸誤判
這就是AB型的個性啦
何a空有社交能量、直覺猛獸  倫-敷衍猛獸",MP魔幻力量-我還是愛著你
EP370,電視有的我都想買,"親戚的玩具、萬能麥斯、何媽月月織的佛陀帽以玉米做發想
最尷尬的禮物就是自作曲  倫高中的朋友請音樂班同學做了一首挽回歌，請朋友們一起唱、手拿全開字板
誠女兒在學校做母親節花 送誠老婆說成生日快樂",拍謝少年-噪音公寓
EP371,我等一下要出石頭喔,老葉、何a 客美多諜報戰,林憶蓮-不必在乎我是誰
EP372,怪人34號 ft.鍾佳播,"創作秘辛
天主教發燒友  佳播對電影的神聖性是媽媽造成的  爸媽對反閒影片的感想：很有創意
2024 了 不要再舉法槌了
開一間消費過氣 KOL 的火鍋店",濁水溪公社——卡通手槍
EP373,人類的讚歌是勇氣的讚歌,"時事  你各位都誤會老師了
黃是台灣民主轉型的最後關鍵
苗、黃、沈、傅 誰不是台大法律
笑死⋯⋯文盲
只要肯站上街，就是對社會運動最強大的支持",Beyond 爸爸媽媽
EP374,老麻吉,"誠誠老婆偷漆油漆
 介紹台通現況+跟新來的觀眾解釋台通是一個怎麼樣的podcast頻道 先聽多一點集數再給台通期待
何a跟外國人介紹台通 加外國人 LINE 介紹 Youtube 頻道
誠誠跟新聽眾說沒有從頭開始聽台通可惜的地方
誠誠曾經的好友 揪他去上心靈成長課程 友情生變
何a+老葉+曾經的女性好友3人組 她沉迷於心靈成長課程後 友情生變",New Order- Ceremony
EP375,精集,"簡語
何媽媽本來要把何a取名叫何耿秋
家倫業務報姓名法：張冠李戴的張、家破人亡的家、不倫不類的倫
何a大港訂房 報名字：人可何，勁量電池的勁，日文旻 那你可以給我你的中文名嗎
家倫凹最多次的一集（日料：日耳曼料理）",王菲-旋木（旋轉木馬）
EP376,查某囝歌星 ft.方宥心,,
EP377,「最近買了什麼好東西？」,"誠誠女兒生日想要車子
何a買小吸塵器 順便買了酒精偵測器 食物保鮮夾
倫買手機支架 很快壞掉","RM-Domodachi(何a)
groin(誠)"
EP378,出入自在 ft.楊子儀,很油的人,
EP379,叔叔經,"倫有上成大建築但沒去念 面試過程各種唬爛  怎麼教小孩說謊這件事
家倫的身分怎麼教  靠寶可夢圖鑑教弟弟認字  火愛你、跟小孩說沒有代替誰。
誠女兒能不能看電視了 誠：很快認得字是因為看電視要看字幕",宋冬野 郭源潮
EP380,易碎,"何a的小帳&脆 短文課 掌握脆的流量密碼
電子書之亂、肛毛、博愛座   網路世界停看聽、網路如虎口
奇美博物館特展 從拉斐爾到梵谷 實體畫跟線上看不一樣",BTOB-滴滴叭叭
EP381,泳裝回,"台通收聽目前 TOP 10集數
第一名 EP176 到底多冷才可以不用洗澡
第二名 EP145 聽說他家 （家故事）
第三名 EP209 減肥請找我 ft. 火鳥
第四名 EP167 The Next Episode (捐肝故事）
第五名 EP137 左德右賽
第六名 EP168 多留兩份（備份故事）
第七名 EP174 明天給我答覆 ft. 吳釗燮（訪外交部長）
第八名 EP157 Are We Cool （酷酷集團）
第九名 EP193 不想一個人但未必是你 ft. 陳珊妮
第十名 EP177 依然新年快樂（銅管切割器、生命到了盡頭）

雷聲大雨點小：EP119 （台通老闆自詡台灣屎尿巔峰GOAT，未進前30）
----------
何a跟大學時期女友的故事 重金禮遇室友製造獨處空間",彭佳慧-相見恨晚
EP382,不為誰而作的 ft.wannasleep,"李奕賢很會剁雞、參加音創社為了接幹離家出走、走出低潮的過程、謹慎用藥
開刀叫大家不要來 被年輕護士認出來但是已經好幾天沒洗澡 最後一天被大家要簽名
勁爆壓軸 wannasleep小時候的偶像——林俊傑",基礎憂鬱
EP383,你要怎麼說他不是主角,"很廢的轉生異世界主角  關鍵字／句的角色是配角
三色豆是配角 蒸蛋跟控肉？白飯到底是男一還是配角（何a 主菜才是主角、誠&倫認為是白飯）
餛飩麵沒有麵就是餛飩湯 雞腿便當沒有飯呢 沒有飯就變溫沙拉（圓場：白飯是靈魂）
便當從業人員十年經歷- 有要秋刀魚便當不要秋刀魚的經驗嗎？
何a收菜飯便當的錢比照雞腿便當辦理，因為拿掉主菜要手續費
拆解便當來解析：便當盒子 白飯 青菜 1 雜魚配菜 a 雜魚配菜 b 主菜（何a：白飯是畫布 屬於包裝組、包材）
剉冰——沒有冰、沒有料、沒有碗，三種狀態只有沒有冰才不叫剉冰  主角本來就是冰
其實一切都是源自於自身經歷 倫一定要吃飽所以飯很重要、何a喜歡吃小零食（小時候何媽有過只給一碗飯跟豬油+醬油但沒菜的組合）",許茹芸-欲哭無淚
EP384,開出一朵最特別的花 ft.楊雅喆,"何a要採訪 最近無法 turn on、又談到了男朋友女朋友
大量色情／性愛內容",咬之歌
EP385,養鴕鳥也可以試試,"何爸吃壞肚子住院兩個禮拜 開始講古-高中的時候就開始在養了 自搭舍養了 10 隻在公寓頂樓 上學前會放兩隻在書包 然後走到校門口打開書包叫回家
結果說何爸小時候沒有的，長大都會要拿回來，帶小時候去買搖控車，結果被撞壞，收藏在客廳椅子底下每年過年會被何媽問要不要丟掉．
結果何媽有一年直接送給隔壁（？，結果年底才被何爸發現．連住院都在唸．
之後買了起家車，讓何爸去馴車，何爸龍心大悅．直接問哇追．還比個 16
所有的興趣都是從三分鐘熱度培養起來的
誠誠發明跟女兒一起完的新遊戲「牛」可以一直趴在床上+偷補眠
倫一直以為家裡把他培養成宅男 直到去逛迪卡儂才想起來家裡曾經有過直排輪、滑板、跳床、籃球（誠也有 跳床四隻腳 誠跟弟弟也有四隻手 拿來處罰剛好）但是倫只記得寫毛筆、作文班",hyukoh&落日飛車-young man
EP386,離島出發 ft.何欣潔,,
EP387,教學相長,"中暑 誠跟何剛從泰國回來 台北比泰國熱 熱散不出去就會中暑
川普中槍 各種梗圖 JOJO 7、JOJO 3 川普有替身能力
台北幼稚園案 不鼓勵貼標籤、教育小孩——性教育、保護自己
誠誠故意躺女兒的大象抱枕 有一次女兒超生氣從誠那邊搶回來，跟媽媽說抱枕好臭 誠老婆說沒有臭 女兒只好拿去除濕機上面除臭（？）
家倫跟弟弟的洗頭攻防 aka 浪費演技 聞頭會浮誇暈倒
學會拒絕",微風往事
EP388,你要去哪裡,走路的影片 倫：你有沒有想過他們要走去哪裡,鄭宜農-終戰
EP389,颱風天幹嘛不在家吃泡麵,"納莉颱風台北淹大水
誠覺得颱風天的空氣聞起來不一樣
何a想把一度讚泡麵推到全世界，比照韓國辛拉麵、來一客海鮮口味比較清淡要一次吃兩碗
張家倫一生中吃泡麵的次數不超過20次（比包皮被拉鍊夾到的次數多一點）
家倫從小家裡也不會出現泡麵，完全不羨慕別人吃
家倫曾遇到學長叫人去壓屋頂（坐著壓屋頂）
何a聊颱風在亮島駐守的回憶：基地被兩台垃圾車體積的土石掩埋
亮島上的風速大到可以模仿麥可傑克森站著表演45度角、嘴巴張大會被風撐開",鳳飛飛-心肝寶貝
EP390,我才知道 ft.徐漢強,徐漢強看鬼片看到悲從中來,
EP391,奇蹟の夏,"有人莫名其妙要楊勇緯道歉  問號 
家倫的朋友 aka 凱莉打錯字⋯⋯新注音啦、打錯字的兩種人-搞笑／低能，倫：成績不好啦
po「楊緯」文的也是家倫的朋友（學長）、家倫深度解析快 40 歲的人的國中生笑話、文本薄弱 前提不足 變成無聊的小學生笑話
劉備關羽笑話 四格漫畫（家倫阿嬤從棺材起來按讚）
何a本周有四個跟關公有關的事情——笑話／家倫動漫展帶回來的型錄 倫買了亞拉岡劍 何 a 看到青龍偃月刀很想買／去拜拜幫關公慶生（跟關公看電影：超時空要愛v.s.關雲長v.s.一騎當千(關公兔女郎)）隔天何媽說家裡的廁所洗臉盆爆掉
奇蹟的定義（幸運的最高級）、奧運日本滑板決賽、體操逆轉勝
何a小時候的奇蹟故事 誠誠幫忙加料增加故事奇蹟姓、誠誠不吃牛
誠誠問女兒下禮拜有誰要一起出去玩，女兒講出何 a 跟家倫的名字後無預警講出佳播的名字，在去幼稚園的路上一直喊鍾佳播，喊到編成歌。加碼四個跟佳播相關的巧合",愛拚才會贏
EP392,教歹囡仔大細,"誠誠女兒用好笑的語氣說帥哥爸爸（不是誠誠 但會說爸爸很Q）、說自己是小酷妹（墨鏡往頭上推）
誠女兒帶玩具去學校壞掉了 誠：以後同學用壞你就說沒關係啦 這又沒多少錢、誠老婆煮菜煮到一半衝出來說你再講一次試試看
何a跟姪子玩 打電動不能口無遮攔、剛出生的時候何弟訂很多規則，但何a還是照樣講一堆英文髒話  結果小孩學會說shit
語言的忌諱-家倫兒時龜頭故事，延伸烏龜交配聲音模仿
何a跟誠誠的字音字形問題、驀然回首的作者是藤本樹（鏈鋸人作者） 不是藤井樹",藥師寺寬邦
EP393,全家福,"6:28 何a小時候看到同學家有擺家人合照 有點羨慕忌妒 但拍全家福這件事放很後面 捐肝完覺得應該要把握時機
攝影師行前開會 要拍到客廳跟車（車竟然還是沒處理掉） 何a家有8大2小+小寶（6/25回汪星球了）
誠想拍全家福也是想到太太養的狗可能快不行了 
何a弟弟:哥是不是覺得爸爸要不行了 補充火鳥小故事
指定拍照道具 e.g.古箏 60cm 十八銅人、何媽穿的很素雅 何爸把所有金飾穿戴身上像一個董仔
何a帶攝影師確認場地 到 6 樓兩個人傻掉 碎掉的洗手台還在地上 完全沒動也沒掃
拍合照當下想不到對未來的意義 事後看滿不錯的（除了新訓的大合照）
有些時機跟階段過了就很難再回去 誠原本想拍跟老婆的婚紗照 結果那陣子下雨沒辦法騎機車而沒成行 現在有小孩了就變全家福",淺提
EP394,壹、貳、參、肆、伍、陸、柒、捌、玖、零,"最近在做 YT 影片  如何湊出 96 萬的便當
何a很早就有體悟 帳跟發票不是為了公平正義 以防萬一 證明小熊軟糖都是自費的  
以前跟公司如何報帳 倒回十幾年前的業務小何 v.s. 主管豪哥  月薪 27k 想報油錢貼補（故事不是佳播為了尻洗柯p寫的 是小何真實故事
公帳是公司有好處、幫助、有賺錢才能報（倫 o.s. 所以民眾黨是因為沒選上才不能報）、目前調查中 
何a工作心得：絕對不能拿現金 會有過多的證據、疑問-換下來的主機板真的有壞掉嗎？（反正何a都會修 撿來的舊東西組一組賣何爸
民間企業報帳都如此嚴謹了、員工可能要搞老闆 三位數加三位數變六位數
趁此事件了解政治獻金、何a解方——支持者們瘋狂狗幹 彷彿在教自己的孩子一樣
何a一萬二的閃電霹靂車、建議如果要銷帳 可以放煙火、帳務弄對就是對自己的保護
跟 sony 合作推歌",蔡依林-玫瑰少年 the first take
EP395,親愛的小朋友你好嗎 ft.謝欣芷,老師對小孩的影響是一輩子的,
EP396,AAA ft.國國、吳赫,"吳赫與曾國宏的專訪
吳赫跟爸爸用寫proposal的方式溝通自己想做的事，包含刺青
吳赫屬雞，不相信mbti跟星座
韓國人做什麼都重視團體行動晚輩不可以比長輩先離開飯局
吳赫至今還會被爸爸指教音樂","Pino Palladino-Notes With Attachment 
落日飛車-Burgundy Red"
EP397,為什麼沒有,"黑神話悟空話題
為什麼沒有OO 背後的潛台詞叫做我也要來一份
張家倫：「小時候也想問為什麼房間裡沒有多一台電視」
何a：台灣為什麼沒有自己的國際太空站
不會講，為什麼台灣拍不出飛機上有蛇",
EP398,員旅大成功,"分享去普吉島 Club Med 心得 
誠女兒叫胖倫 要加叔叔比較禮貌
倫按摩聽到按摩師在笑 不知道在笑什麼、旅遊度假的正確心態、享受房租
討論咒術迴戰如果不是夢結局要怎麼收尾 新宿後整個很奇怪 很痛心到底為什麼變成現在這樣
誠很想發文噴咒術 跟何a討論之後會有第二部 乙骨是主角、誠誠很多五條悟公仔 還有七海的領帶 難怪那麼氣",黃立行-八卦
EP399,現在開始練剛好,尾牙攻防戰 要跳晚安大小姐還是十六蹲,
EP400,C C,何a吸錯內衣,
EP401,家族的構成 ft.簡莉穎,,
EP402,我全都要 ft.江松長,,
EP403,年輕人，我知道你去哪裡,,
EP404,數大便是美,"誠 咒術迴戰 29 30 居合展
何ㄟ 把缺點說成優點的評論人 觀看角頭二心得 誠誠 淚之女王心得",
EP405,香即是臭,,
EP406,永遠攏是彩色的青春 ft.宜芳,,
EP407,愛玉,"討論安溥祝中國生日快樂的集數
家倫：如果連楊大正都祝中國生日快樂我真的要投降了
李毅誠對安溥事件感到非常焦慮，覺得中國老大哥的鐵拳揮到眼前來了
倫：我沒看過有人比李毅誠更焦慮這件事
何a唱青島天光",
EP408,好漢來提當年不勇,,
EP409,已購買小孩愛吃,"小孩會除法後再帶出國
止胖是稱讚",
EP410,到底在吵三小，全網最完整真粉深度解析以及十六個你沒發現的彩蛋,真粉的定義,
EP411,走鐘獎後之我見,走鐘獎未來發展？,
EP412,不談錢傷感情,孝親費怎麼給,
EP413,惦惦,"老公廢話語錄 他只是假裝想幫忙
何：我遇到很多特例
這些都是智能家電可以解決的啊
誠家買了一台慢磨機
買了廚餘機之後拿去施肥 誠家變成芹菜永動機
找回初心 喝喝芹菜汁
白蘿蔔汁和胡蘿蔔汁差一個字差很多
就你爸自己在那邊腦內浪漫
夫妻問題可以靠買東西解決",
EP414,不要起爭議啦,"WeMo打開發現安全帽不臭，真的很感動。
逞誠共享機車不戴網帽，這段要不要剪掉，很怕跟鍾佳播一樣炎上，炎上兄弟。網帽要帶！
何欸看別人用過的網帽都丟車廂。",何欸：普通隊長-快樂
EP415,本集僅供直播實況學術交流使用 ft.赤鬼伯伯,"赤鬼意外的是個無聊的人，
赤鬼對於別人拿自己身材來意淫，覺得很正常。",赤鬼伯伯：秦基博-ひまわりの約束
EP416,先睡著的才是贏家,"呱迪誠出遊拍片，何a當隨身攝影師瞎拍一通，大部分拍的素材可能都不能用。
迪拉說吃蔬菜就是種迷信

",家倫：戴佩妮 - 勢在必行 Imperative
EP417,三文教子,"何ㄟ坐按摩椅看弟弟在罵小孩
國一自然68分倫：我文組的
誰會記得先調粗調節輪還是細調節輪",Spitz- Robinson
EP418,平行宇宙 ft.達康.come,"淺談幽默感與日本漫才
瑞康:A片的愛好者，體檢159寧可，不願當國家不要的人。抽中離島。天啊！上帝也太懶得設定人了吧。預設值：何a
達康.come兩人會熟是因為踢踏舞
性笑話，龜頭打砲啊，講出來就不有趣了。單純用性的東西開玩笑，其實不好笑，沒有創造力。
2024台北喜劇節，台日搞笑大亂鬥，漫才紀行。又是郭鬼鬼。
BBK network 南洋入侵
誠:我真希望何a可以跟你（瑞康）一樣靈活。","
RayKang何瑞康-刑者
達康.come-明天我會是更好的人嗎"
